title,content,label,id
Bộ Thương mại Mỹ ngày 22/5 đã bổ sung 33 tập đoàn và tổ chức Trung Quốc vào danh sách trừng phạt do hỗ trợ chính phủ Trung Quốc tiến hành các hoạt động “gián điệp” hoặc có liên quan tới vũ khí hủy diệt hàng loạt.,,1,2039
Đoạn clip dài 2 phút 26 giây ghi lại cảnh một sư cô đánh trẻ được tung lên mạng khiến nhiều người bức xúc,,1,1437
"Đúng thật, người Pháp đã nghiên cứu và nói rằng người An Nam nghiện đánh bạc, như ăn vào máu.",,0,1052
"Bệnh nhân 91 phi công người Anh của Vietnam Airlines đang trong tình trạng nguy kịch, sử dụng máy thở không còn hiệu quả.",,1,1676
Thưa thủ tướng :Chuẩn bị mà đón hơn 8000 cái cột điện.,Trump hứng lên cái là không đủ chỗ cách ly.,0,2651
Hội nghị trực tuyến về đầu tư công sẽ được tổ chức vào cuối tháng Tư,,1,1842
"23h đêm cùng ngày, chị của Hân có nhận được lời kêu cứu từ số điện thoại của Hân là “chị ơi cứu em” rồi cúp máy...",,1,928
Ông George Floyd và cựu cảnh sát Derek Chauvin đã từng đụng độ nhau trong khi còn cùng làm việc tại hộp đêm.,,1,3007
"Ngày 31/3/2020, Bộ TT&TT sẽ phối hợp với Bộ Y tế và VietnamPost phát hành bộ tem “Chung tay phòng, chống Covid -19”. Thực hiện chỉ đạo của Thủ tướng Chính phủ tại Chỉ thị 15, bộ tem bưu chính này không tổ chức lễ phát hành đặc biệt.",,1,932
"Số liệu cập nhật vào cuối ngày 12/3, nước Ý đã cho thấy những con số đáng sợ, với 15.113 người nhiễm và hơn 1000 người tử vong. Cả thế giới hiện tại có 4940 ca thiệt mạng.","
#LaChanVirusCorona",1,4118
Tăng mạnh nhất thế giới chứng khoán Việt Nam," Hay hỏng và lỗi lúc nhạy cảm nhất là chứng khoán Việt Nam!
 Thua lỗ đau đớn phút 91 là nhà đầu tư... đề nghị ubck làm rõ phiên giao dịch ngày hôm nay
 Không ngoại trừ thao túng",0,1268
"Ai là người thân của chủ nhân chiếc xe trên. Đến ngay bưu điện bình chuẩn gấ<URL>ận an . Nạn nhân chạy xe với tốc độ cao. Lao vào đuôi công tenor đang đâu. Nạn nhân rất nguy kich ,là nam khoảng 30-35t. Số điện thoại của nạn nhân. <PHONE>.vì là dt bể nát. Tháo sim lắp vào máy khác nhưng trong danh bạ ko có số. Nên vẫn ko liên lạc đc người nhà. Hiện giờ đã đc xe cứu thương đưa đi cấp cứu. Nhưng mình ko rõ là bv nào.",,1,1647
Bạn nào đoán sắp đến lượt 6 Cang để lại dấu chấm (.),"
“Mở rộng điều tra về các sai phạm kinh tế trong các doanh nghiệp Nhà nước tại <URL>, Công an <URL> vừa khởi tố 3 người và làm việc với ông Tất Thành Cang...”",1,3979
"[OTHER]  200203  | TÌM HIỂU VỀ COVID-19 CÙNG ARMY Master-nim thuộc fansite Athenaa_RM của Namjoon từng là học sinh khoa y của trường Đại học Havard danh tiếng.  Hiện nay, cô ấy vừa là một fangirl theo đuổi Namjoon vừa là một nữ bác sĩ tim mạch. Gần đây, cô ấy đã mở góc hỏi-đáp, tư vấn về đại dịch COVID-19 dành cho ARMY nói riêng và mọi người nói chung trên twitter.... Nếu các bạn có thời gian, có thể lên trang twitter của cô ấy để có thêm một số những hiểu biết và cách phòng tránh được đại dịch này nhé ^^ Link: <URL> --------------- #BUTTER Xem thêm",,1,855
"Chủ tịch Quốc hội xem kịch Lưu Quang Vũ về bệnh dối trá, phô trương của một thời","TTO - Tối 23-5, tại Nhà hát lớn Hà Nội, Chủ tịch Quốc hội Nguyễn Thị Kim Ngân và một số đại biểu Quốc hội cùng xem vở kịch ‘Bệnh sĩ’ của cố tác giả Lưu Quang Vũ - vở kịch phê phán ‘cả xã hội bốc phét’ vì ham phô trương, sĩ diện những năm 1980.",1,3162
"Chị Hoàng Thị Thư (tổ dán mặt) tại công ty Kiều Thi Junma kể lại, thời điểm lúc 18h ngày 10/6, lốc xoáy ập đến, gió đi đến đâu nhà xưởng đổ đến đấy, điện chập khiến mọi người hoảng loạn tìm mọi chỗ để ẩn nấp.","
[<URL>](<URL>)",1,135
🔥🔥🔥 Đại dịch Covid-19 vẫn diễn biến phức tạp và V-League 2020 - giải đấu số 1 trong hệ thống thi đấu của bóng đá Việt Nam vẫn chưa thể xác định chính thức ngày trở lại.,"💎 Không chỉ các đội bóng, các cầu thủ gặp khó khăn khi V-League phải dừng vô thời hạn, mà HLV trưởng Park Hang Seo cũng gặp nhiều áp lực lớn trong việc chuẩn bị từ lực lượng đến chuyên môn cho đội tuyển quốc gia tiếp tục dự tranh vòng loại World Cup 2022 vào cuối năm và đặc biệt là chiến dịch bảo vệ chức vô địch AFF Cup 2020.
💎 Vào thời điểm này, khi mọi hoạt động bóng đá bị ""đóng băng"" hoàn toàn, ông Park cùng các đồng sự của mình vẫn làm việc nhằm tìm ra những gương mặt mới, nâng cấp chiến thuật, thay đổi phong cách chơi cho đội tuyển Việt Nam.
💎 Theo những thông tin ban đầu, 4 cái tên gồm: Hải Huy (Than Quảng Ninh), Khắc Ngọc, Văn Hào (Viettel) và Huy Toàn (CLB TP HCM) đã được chính tay HLV Park Hang Seo điền vào bảng chiến thuật chuẩn bị cho ĐTQG Việt Nam trong giai đoạn tới, cùng đó là những sơ đồ chiến thuật mới...
💎 Tuy nhiên, việc V-League 2020 vẫn không thể diễn ra khiến ý tưởng của nhà cầm quân người Hàn Quốc vẫn nằm trên giấy, chưa kể nếu đại dịch Covid-19 kéo dài, quỹ thời gian chuẩn bị của đội tuyển Việt Nam là cực kỳ eo hẹp khi trong tháng 10 và 11 chúng ta đá vòng loại thứ 2 World Cup 2022 và tháng 12 tranh tài ở AFF Cup 2020.
🎉️🎉️🎉 Đó chính là những mối lo, bài toán không hề dễ giải với HLV Park Hang Seo được đề cập trong Vlog CCKM thứ 4 do báo Thể thao và Văn hóa cùng nhà báo Trần Hải thực hiện trực tiếp vào lúc 20h00 thứ Hai ngày 13/4/2020 trên:
👉 Fanpage báo Thể thao & Văn hóa: <URL>
👉 Youtube báo Thể thao & Văn hóa: <URL>

👍👍👍 Sinh năm 1981, nhà báo Trần Hải đang công tác tại báo Thể thao & Văn hóa (TTXVN) với bút danh chính CCKM. Bằng những kiến thức, mối quan hệ và thông tin được tích lũy qua thực tế của cuộc sống cũng như trải nghiệm cùng bóng đá Việt Nam, Trần Hải được đánh giá là 1 trong số ít những phóng viên gai góc nhất của làng bóng đá nước nhà hiện tại với quan điểm thẳng thắn, cách viết, cách đề cập cực kỳ gai góc, không ngại đụng chạm.
👍👍👍 Đó cũng chính là lý do, báo Thể thao & Văn hóa cùng nhà báo Trần Hải ra mắt chuyên mục mới mang tên ""Vlog CCKM - Cận cảnh bóng đá Việt"" nhằm đưa tới cho quý vị cách tiếp cận mới hơn cùng góc nhìn và quan điểm khác biệt hơn về làng cầu nội vốn đầy hấp dẫn, nhưng cũng đầy những góc khuất ít ai tường.
❤❤❤ Mời quý vị cùng đón xem!
_____________________
THỂ THAO & VĂN HÓA:
Website: <URL>
Youtube: <URL>
Fanpage: <URL>",1,3073
LỜI BÁC ĐAM .....! #Nghe_đi_để_biết_sợ,"⭐Việt Nam ta có hơn 96 triệu dân nhưng chỉ có khoảng 4.000 máy thở đặt nội khí quản thôi. Trong khi đó Hà Nội 11 triệu dân chỉ có khoảng 300 cái.
- Dịch bùng ra 1 cái, chắc chắn VN sẽ bứt lên đua top 1 ngay.
- Không còn có chuyện nhà nước lo và ra viện đc tặng hoa nữa đâu
- Lúc này, đất nước chỉ cần bạn biết SỢ, thế là đủ ! Đừng nghĩ virus nó chừa bạn ra.
- Gương Châu Âu, Châu Mỹ... chủ quan chưa biết sợ vẫn còn nguyên đó !!!
- Tiền hôm nay ko kiếm thì mai kiếm... Nhưng mạng sống chỉ có “ 1 “
- Hãy ở nhà và thật hạn chế, khi có việc cần thiết mới ra đường mọi người ơi.
- Việt Nam mình còn nghèo lắm, cơ sở vật chất trang thiết bị còn thiếu thốn rất nhiều, còn thiếu khu cách li
- Vì vậy Ý thức của mỗi cá nhân khi dịch quay về hâm he sẽ góp phần chung tay đẩy lùi dịch Covid-19...
Ở nhà là yêu nước....
XIN ACE HÃY CHIA SẼ BÀI VIẾT NÀY",0,3438
"Việc bà Ngô Thị Hồng Liên làm Phó giám đốc Trung tâm Y tế huyện Vân Canh, trong khi em ruột Ngô Quốc Việt giữ vị trí kế toán trưởng là trái quy định",,1,256
Đỉnh cao của sự sang chảnh... Chỉ 0.9mm 😐 vâng còn chưa được 1mm nhé mọi người 😳,"
Đó là độ dày.. à nhầm.. là độ mỏng của miếng thịt heo trong tô hủ tiếu gõ mà tui đang ăn",1,429
Bài 24: Nâng cao sức khoẻ phòng dịch qua bài tập cùng dụng cụ,"Nhằm tăng cường sức khỏe cho các em thiếu nhi, đặc biệt trong mùa dịch COVID-19 do virus Corona, báo Tuổi Trẻ phối hợp cùng Trung tâm Thể dục Bằng Tâm thực hiện chương trình với chủ đề ""KHỎE ĐỂ CHỐNG VIRUS CORONA"".",1,3319
Bài học về sức mạnh niềm tin của nhân dân,"
Trong lịch sử những nghìn năm dựng nước và giữ nước của dân tộc, sự hưng vong của các triều đại luôn gắn liền với sức mạnh niềm tin của nhân dân.

Khi nào vua sáng, tôi hiền, triều đình trên dưới một lòng, quan tâm đến nhân dân, lấy dân làm gốc, thực thi những chính sách khoan thư sức dân, khi ấy vương triều được lòng dân, được dân tin yêu. Khi lòng dân đã yên, đã tin thì vận nước hanh thông, vương triều vững mạnh, đất nước yên bình. Khi nào triều chính rối loạn, vua tôi xâu xé lẫn nhau hay chỉ lo ăn chơi, thu vén tiền của, làm giàu cho riêng mình, khi ấy vương triều không được lòng người, cũng có nghĩa là mất niềm tin của dân. Một khi dân không còn tin vào chính sự triều đình thì vương triều cũng như cây xanh mất rễ, sông lớn cạn nguồn, sự đổ vỡ đã là nhãn tiền.

Vậy nên triều đình Hồ Quý Ly khi giành được quyền lực từ tay nhà Trần đã không lo củng cố sức mạnh từ niềm tin, xây thành trì trong lòng dân, mà đã vội lo thực hiện những chính sách không được lòng người. Trong thì đổi tiền, hạn điền, hạn nô, tăng thuế, dời đô, tăng lao dịch để xây thành, đắp lũy. Ngoài thì liên tục động binh đánh dẹp phía nam, hao tổn sức người, sức của. Kết quả là, các chính sách thi hành chưa kịp mang lại kết quả thì lòng dân đã ly tán. Khi mất niềm tin của dân thì thành Nhà Hồ dẫu xây bằng đá, dẫu to và vững đến mấy cũng không bảo vệ nổi cơ đồ. Để rồi chỉ bảy năm sau, cha con Hồ Quý Ly, Hồ Hán Thương đã bị giặc bắt, vương triều sụp đổ không cơ cứu vãn.

Trong cuộc đấu tranh lâu dài, gian khổ, đầy thử thách khắc nghiệt vì độc lập, tự do của Tổ quốc, nhân dân một lòng sắt đá, tin yêu theo Đảng. Nhân dân dành dụm từng bát gạo, sẻ chia từng manh áo, che chở, nuôi dưỡng cán bộ cách mạng. Trong những tình huống khắc nghiệt, có những người dân đã hy sinh cả tính mạng của mình để bảo vệ an toàn cho cán bộ, đảng viên. Theo tiếng gọi của Đảng, nhân dân sẵn sàng góp công sức, của cải, tài sản và cả tính mạng để thực hiện các nhiệm vụ cách mạng, với tinh thần “Thóc không thiếu một cân, quân không thiếu một người”, “Xe chưa qua, nhà không tiếc”, “Thà hy sinh tất cả chứ không chịu mất nước, không chịu làm nô lệ!”... Hàng vạn bà mẹ đã theo tiếng gọi của Đảng, dâng hiến cho Tổ quốc, cho sự nghiệp cách mạng những người ruột thịt thân yêu của mình. Theo tiếng gọi của Đảng, cả dân tộc đã vùng lên, quyết chí, đồng lòng, đem sức người, sức của, góp gió thành bão, tạo thành sức mạnh thác lũ, triều dâng, đập tan xiềng xích nô lệ, lần lượt đánh thắng hết những kẻ thù xâm lược hùng mạnh và hung bạo nhất thời đại, làm nên những chiến công hiển hách.

Nhân dân đã dành cho Đảng niềm tin yêu sắt đá đó trước hết bởi ý Đảng hợp với lòng dân, bởi Đảng đã giương cao ngọn cờ tranh đấu vì độc lập, tự do và hòa bình cho Tổ quốc, vì quyền sống và hạnh phúc cho nhân dân. Nhân dân đã tin yêu, đi theo Đảng bởi “Đảng ta là đạo đức, là văn minh”, là hiện thân của sự trong sạch. Mỗi cán bộ, đảng viên đều tự nguyện phấn đấu hy sinh vì lý tưởng của Đảng, làm gương trước nhân dân bằng phẩm chất đạo đức trong sáng, bằng lối sống chí công vô tư, bằng sự sẵn sàng chiến đấu, hy sinh vì sự nghiệp cách mạng. Lãnh tụ Hồ Chí Minh chính là hình ảnh tiêu biểu cho “đạo đức, văn minh” ấy, cho sự trong sáng, cho lý tưởng sống vì nhân dân mà đấu tranh, mà phấn đấu. Chính niềm tin của nhân dân vào Đảng, vào lãnh tụ đã tạo nền tảng chính trị bền vững và mạnh mẽ cho vai trò lãnh đạo của Đảng. Chính niềm tin ấy đã mang lại sức mạnh to lớn cho những lời hiệu triệu của Đảng, mang lại hiệu quả thực tế cho những chủ trương, đường lối của Đảng.

Ngày nay, sau hơn 30 năm thực hiện đường lối Đổi mới của Đảng, công cuộc xây dựng, phát triển đất nước của chúng ta đã thu được những thành tựu to lớn, có ý nghĩa lịch sử. Đất nước ngày càng to đẹp, đàng hoàng hơn. Thế và lực của đất nước ngày càng mạnh và sáng hơn. Đời sống vật chất và tinh thần của nhân dân được cải thiện một cách rõ rệt. Nhưng cùng với những thành tựu to lớn ấy là sự xuất hiện những hiện tượng tiêu cực, quan liêu, tham nhũng, lãng phí. Một bộ phận cán bộ, đảng viên sa vào chủ nghĩa cá nhân, lợi dụng chức quyền, coi thường phép nước, bất chấp đạo lý và trách nhiệm cá nhân, nhắm mắt làm càn, sử dụng hoang phí tiền tài của nhân dân, của cải của đất nước, lôi kéo người thân, mua quan, bán chức nhằm thu lợi cho cá nhân và gia đình. Một số cán bộ, đảng viên không ý thức đầy đủ trách nhiệm trước nhân dân, trong khi thực thi công vụ của công chức, viên chức còn nhũng nhiễu dân, không quan tâm đến quyền và lợi ích của dân và không nhớ rằng mình là nô bộc của dân... Những con người và sự việc ấy đang hằng ngày, hằng giờ làm xói mòn niềm tin của nhân dân vào Đảng, vào chế độ, làm lu mờ những thành tựu to lớn của đất nước, những công lao to lớn của Đảng với chế độ, với nhân dân.

Nhận thức sâu sắc bài học về sức mạnh niềm tin của nhân dân, ghi khắc không quên lời dạy của Chủ tịch Hồ Chí Minh: “Một dân tộc, một đảng và mỗi con người, ngày hôm qua là vĩ đại, có sức hấp dẫn lớn, không nhất định hôm nay và ngày mai vẫn được mọi người yêu mến và ca ngợi, nếu lòng dạ không trong sáng nữa, nếu sa vào chủ nghĩa cá nhân” (Hồ Chí Minh toàn tập, NXB CTQG, H.2011, t15, tr672); Đảng ta đã trước sau như một kiên định nguyên tắc “lấy dân làm gốc”, tăng cường xây dựng Đảng trong sạch, vững mạnh, nhằm mục tiêu xây dựng thành công chế độ xã hội của dân, do dân và vì dân. Cuộc chiến chống tham nhũng trong thời gian vừa qua như thể hiện thái độ chính trị kiên quyết của Đảng làm trong sạch đội ngũ, khôi phục niềm tin của nhân dân. Đó là việc làm hợp lòng dân, được đông đảo nhân dân ủng hộ. Quy định trách nhiệm nêu gương của cán bộ, đảng viên, trước hết là Ủy viên Bộ Chính trị, Ủy viên Ban Bí thư, Ủy viên Ban Chấp hành Trung ương (Quy định số 08-QĐi/TW) thêm một lần nữa thể hiện quyết tâm chính trị của Đảng trong việc chỉnh đốn, xây dựng đội ngũ trong sạch, vững mạnh, củng cố cơ sở chính trị, nâng cao năng lực, sức chiến đấu của Đảng.

Công cuộc xây dựng và phát triển đất nước, bảo vệ Tổ quốc trong điều kiện mới đầy thách thức, đòi hỏi chúng ta phải tăng cường sức mạnh toàn dân tộc, toàn dân trên dưới một lòng, phát huy năng lực đổi mới, sáng tạo nhằm sớm xây dựng nước ta thành một nước công nghiệp hiện đại vào giữa thế kỷ. Hơn lúc nào hết, bài học về sức mạnh niềm tin của nhân dân trở nên nóng bỏng và có ý nghĩa quan trọng sống còn đối với mỗi người cộng sản. Đúng như Tổng Bí thư, Chủ tịch nước Nguyễn Phú Trọng nhấn mạnh trong bài phát biểu bế mạc Hội nghị Trung ương 6: “Cần khẳng định, ta làm hợp lòng dân thì dân tin và chế độ ta còn, Đảng ta còn. Ngược lại, nếu làm cái gì trái lòng dân, để mất niềm tin là mất tất cả”.

NAM SƠN.
",1,3076
"“Chính phủ Nga chính thức công bố: Virus viêm phổi Vũ Hán là “nhân tạo”, biến thể đa dạng và không thể chữa khỏi”.","
Bài báo viết: “Theo một văn kiện được công bố trên trang web của Liên bang Nga, virus Corona mới (COVID-19) này là một loại virus được tái tổ hợp từ virus Corona của dơi và virus Corona chưa rõ nguồn gốc. Virus này không phải là sản phẩm đến từ thiên nhiên mà con người biết được từ trước đến nay, nó là một loại virus được tổng hợp.”",0,2625
"“Trong số các ứng viên đang tranh cử vị trí thẩm phán Tòa án Quốc tế về Luật Biển, có một ứng viên Trung Quốc được đánh giá là “đối thủ nặng ký”...”",,1,1898
Chuyện lạ là ông có 5 CMTND và 7 căn cước đã hay.,"
Nhưng chuyện ông minh chứng ""Làm giàu không khó"" mới ghê, vì trong 3 tháng ông xin được 50 triệu nhẹ hều à.

",0,1408
"Dịch epola đang hoành hành tại ba vì. Em tên p. V H (sin dấu tên) tại trường tiểu học xã cẩm Lĩnh .đang trong giờ học có dấu hiều sốt cao nôn mửa nổi nốt ban được gia đình chuyển xuống hà nội nhập cách li để theo dõi. Hiện tại trường mầm non, cấp 1,cấp 2 xã cẩm lĩnh được nghỉ học trong vòng 1 tuần trong thời gian dịch epola đang diễn biến phức tạp",,0,1417
"Công Lý đã chính thức làm quan, hehe...","
Nên đóng vua là chuẩn, cãi giề?!

[<URL>](<URL>)",1,2196
"Với tổng cộng hơn 246 nghìn ca nhiễm Covid-19, Ấn Độ đã vượt Italia - quốc gia từng là tâm dịch của thế giới - và đứng thứ 6 trên thế giới về số ca mắc bệnh.","
Chỉ riêng trong ngày hôm qua (6/6), Ấn Độ đã có thêm hơn 10.400 người nhiễm - số ca mắc mới cao nhất từ trước tới nay ở nước này. Tổng số trường hợp tử vong gần 7.000 người.

Dù đã áp đặt lệnh phong tỏa toàn quốc nghiêm ngặt hơn 2 hai tháng qua, số ca mắc COVID-19 tại Ấn Độ vẫn đang gia tăng và dịch chưa có dấu hiệu đạt đỉnh. Hiện Ấn Độ đang từng bước mở cửa trở lại nền kinh tế và cho phép nối lại nhiều hoạt động xã hội.",1,2435
"Nhìn sự tàn ác của cs Hồng công trừ bọn đến từ lục địa mới thấy con người dễ bị sự  tha hóa lôi kéo, còn sự tử tế phải tự vươn lên",,0,3440
"Trong quá trình đi bộ tập thể dục, 2 chị em ruột bất ngờ bị một xe ô tô con đâm từ phía sau khiến 1 người tử vong, 1 người bị thương --- Ô tô bỏ trốn khỏi hiện trường 😞",,1,2814
"Người trốn né cách ly, làm lây lan dịch bệnh truyền nhiễm nguy hiểm cho người, thì bị phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm.",,1,269
"Một nam thanh niên 31 tuổi ở <URL> ngồi chung xe với bệnh nhân số 45 từ Bình Thuận về <URL> Sáng 14/3, mẫu bệnh phẩm của người này cho kết quả dương tính SARS-CoV-2 bằng kỹ thuật realtime RT-PCR.",,1,1658
[C](<URL>)hính thức.,,1,1601
"Gớm thật nhìn qua tưởng có biến gì, hoá ra là CSGT đi chặn đường phạt kiếm xèng đông như kiến vàng! 😱 Vừa tạm bỏ lệnh giãn cách XH mà cảnh sát lại tụ tập cả đống người quá coi thường dịch bệnh, phản cảm!","Lực lượng CSGT VN quá đông đứng đường đông nhất thế giới nhưng tai nạn GT lại cao bậc nhất, làm việc không hề hiệu quả thế giải tán bớt đi cho khỏi phí tiền thuế dân nuôi!

Phản đối trò dừng xe kiểm tra giấy tờ & phạt người đang lưu thông, vì ra đường nhiều trộm cắp nên nhiều người sợ không mang giấy tờ xe mà CSGT phạt là rất Vô lý vì khi đăng ký xe đã có trong hệ thống hết rồi chỉ cần gõ biển số xe là ra tên chủ xe, sao phải kiểm tra giữa đường phạt để hốt tiền? Còn mua BH là quyền dân, ko thể phạt đc!
Quản lý lạc hậu như thời ăn lông ở lỗ, tư duy tệ hơn bã đậu mà cứ ngáo hô hào 4.0 với “CP điện tử” cái vẹm gì!?",0,280
Bác này thấy áy náy.,"
[<URL>](<URL>)",0,2957
"GÓC NHÌN: CÓ HAY KHÔNG QUẢ BÁO DÀNH CHO TRUNG QUỐC ? 🛑1. TQ khoe mình chế tạo ra Virus mạnh nhất thế giới? Kết quả: Nhân dân Trung Quốc đang chịu trận vì dính Corona gây chết người mà nghiên cứu mãi vẫn chưa có thuốc chữa, lây lan bệnh dịch ra cả thế giới. ... 🛑2. TQ cấm các nước không được xen vào chuyện nội bộ của TQ? Kết quả: TQ đang cầu xin các nước chung tay giúp đỡ nạn dịch Corona. Hôm nay, người phát ngôn Bộ Ngoại giao Trung Quốc Hoa Xuân Oánh kêu gọi Mỹ giúp đỡ Trung Quốc càng sớm càng tốt trong bối cảnh dịch viêm phổi do virus corona chủng mới gây ra đã khiến 426 người chết và hơn 20.600 người nhiễm bệnh. Nhà Trắng cho biết Bắc Kinh đã đồng ý cho các chuyên gia y tế Mỹ tới nước này để hỗ trợ cuộc chiến với virus corona. 🛑3. TQ lệnh cấm dân Hồng Kông đeo mạt nạ? Kết quả: Bây giờ cả đất nước TQ phải đeo mặt nạ. 🛑4. TQ dùng số đông khách du lịch của họ, như một lá bài chính trị, để thúc ép Việt Nam nhượng bộ các vấn đề biển đảo…? Kết quả: Nay cả thế giới đang cấm cửa khách du lịch đến từ TQ. 🛑5. TQ bắt dân Tây Tạng, Tân Cương sống trong các trại tập trung? Kết quả: Bây giờ dân TQ đang phải sống khổ sở trong các trại tập trung để chữa dịch bệnh. 🛑6. TQ rất lưu manh xảo trá, ra luật dẫn độ và ký luật dẫn độ về TQ với VN và Hồng Kông? Kết quả: Nhân dân TQ giờ bỏ chạy toán loạn sang Việt Nam và Hồng Kông để lánh nạn luôn. 🛑7. TQ bắt người dân Tây Tạng ăn chay phải chuyển sang ăn mặn, thịt lợn là món chính? Kết quả: Nạn dịch tả lợn Châu phi diễn ra, cả đất nước TQ từ thiếu đến không có thịt lợn để ăn. 🛑8. TQ phô trương khí tài quân sự hùng hậu ở Biển Đông để diễu võ dương oai với ai? Kết quả: Chưa đánh được ai, giờ quân đội đang căng mình đi chống dịch bệnh khắp nơi trong nước. 🛑9. TQ to mồm kêu không nhượng bộ Mỹ trong cuộc chiến thương mại đang diễn ra…? Kết quả: TQ phải cúi đầu xin nhượng bộ, vác mặt mo sang tận Mỹ xin ký tạm đình chiến! 🛑10. TQ đứng sau lưng giật dây, tài trợ cho Triều Tiên làm vũ khí hạt nhân này kia để đối phó với Mỹ…? Kết quả: Thằng em Triều Tiên giờ đóng cửa biên giới luôn với TQ! Hà Văn Duyl Xem thêm",,0,1674
"Dự báo thời tiết hôm nay 12/3: Nắng nóng, nhiệt độ có nơi trên 37 độ C",,1,1473
"Trình độ điều tra hạn chế nhưng luôn chịu áp lực phá án từ phía cấp trên nên bức cung nhục hình là tất yếu. Rút kinh nghiệm trường hợp Hồ Duy Hải quá ""hiền lành"" chấp nhận cho các cơ quan điều tra thêu dệt tội ác của mình, nhóm các bị cáo trong vụ ""Nữ sinh giao gà"" khôn hơn, nói sổ toẹt trước toà là chúng tôi bị bức cung, nhục hình... Để xem các quan toà có chấp nhận sự phản cung này không.",,0,3599
"KHOẢNH KHẮC ĐÁNG NHỚ SẼ ĐI VÀO LỊCH SỬ . Ngày 30.03.2020 Tại thời điểm bây giờ thì các đệ nhất siêu cường như Mỹ🇺🇸, TQ🇨🇳, Ý 🇮🇹,ANH🇬🇧, PHÁP🇫🇷, ĐỨC🇩🇪, TBN🇪🇦...đều trở thành ổ dịch. Số ca tử vong trên thế giới gia tăng chóng mặt, trong khi con số ấy ở VN là SỐ 0... 👉🏻 phương Tây mới bắt đầu nhìn về VN. Khi châu Âu là ổ dịch, 🇻🇳 VN đã gấp rút phái máy bay chở công dân và kiều bào về để mà bao bọc, chăm sóc. 🇻🇳Chính Phủ VN nói, đây là tình dân tộc, nghĩa đồng bào, đây là khúc ruột ngàn dặm. Máy bay VN lao vào tâm dịch, vượt nửa vòng trái đất, vượt muôn dặm trùng dương để cố gắng đưa hết đồng bào về quê tránh dịch. 🇻🇳Về với Tổ quốc xa tít trùng khơi. Tổ quốc, có khi nào hết khó khăn đâu. Nhưng Tổ quốc bao giờ cũng dang rộng vòng tay. ⏳Dẫu đường đời trăm vạn lối, song cuối cùng thì những người ra đi còn có hướng quay về giữa vòng tay dang rộng và đùm bọc của dân tộc. 📅Hai tuần lễ tới đây là hai tuần quyết liệt, hai tuần vô cùng vất vả gian lao.14 ngày chống Covid cũng giống như 12 ngày đêm làm trận Điện Biên Phủ trên không, cũng giống như chiến dịch tháng 4 toàn thắng. 💒Biết đâu đấy, sẽ có ngày 30/4 được lặp lại, đất nước trọn niềm vui!!! YÊU LẮM _TỰ HÀO LẮM TỔ QUỐC VIỆT NAM! Việt Nam! SẼ CHIẾN THẮNG DỊCH BỆNH. ❤️❤️❤️ #bctm Xem thêm",,1,2430
"Đấy bọn dân cư vô ý thức !!! Có đứa trốn cách ly ở khu Trúc Bạch để về Phú Phương, Ba Vì này bà con ơi !!!",,0,349
"Trước ảnh hưởng của dịch COVID-19, nhà giáo Nguyễn Xuân Khang - Hiệu trưởng Trường Trung học Cơ sở và Trung học phổ thông Marie Curie Hà Nội - vừa có thư đề nghị giảm bớt môn thi trong kỳ thi trung học phổ thông quốc gia và thi tuyển sinh vào lớp 10 tại Hà Nội.",,1,3899
Cơ thủ Tân Huyên đã gây sốc bằng cú đề pa hậu cực đỉnh trong trận đấu gặp siêu sao Dương Anh Vũ tại giải carom 3 băng <URL> mở rộng tranh cúp Adam Pro 2020,,1,2481
